id,marital_status,custody_status,count_prison_stays,time_in_prison,case_m,case_f,case_total,case_hard,case_drug,case_gambling,age_first_offense,count_arrest
8654,Single,Jail Inmate,0,,0,1,15,1,0,0,19,1
8655,Single,Jail Inmate,0,,2,4,6,1,0,0,22,2
8656,Single,Pretrial Defendant,0,,1,0,16,0,0,0,15,0
8657,Single,Jail Inmate,0,,3,2,5,0,0,0,31,2
8658,Single,Jail Inmate,0,,1,4,5,3,0,0,19,6
8659,Single,Jail Inmate,0,,6,4,12,0,5,0,30,11
8660,Single,Jail Inmate,0,,7,8,26,0,11,0,21,20
8661,Single,Jail Inmate,0,,4,0,4,0,0,0,34,3
8662,Single,Jail Inmate,0,,,,,,,,,0
8663,Single,Jail Inmate,0,,12,6,25,1,10,0,22,6
8664,Single,Jail Inmate,0,,12,4,33,0,4,0,16,6
8665,Single,Jail Inmate,2,57148,9,11,35,4,3,0,18,26
8666,Single,Jail Inmate,0,,,,,,,,,0
8667,Single,Jail Inmate,1,8769,13,10,48,1,4,0,18,37
8668,Single,Jail Inmate,0,,1,0,1,0,0,0,23,1
8669,Single,Jail Inmate,0,,1,0,2,0,0,0,41,0
8670,Separated,Jail Inmate,0,,4,2,9,2,1,0,25,12
8671,Divorced,Pretrial Defendant,8,93160,8,15,26,0,19,0,29,34
8672,Single,Jail Inmate,0,,2,1,3,1,0,0,20,2
8673,Single,Jail Inmate,0,,3,0,5,0,0,0,23,4
8674,Significant Other,Jail Inmate,0,,1,0,2,0,0,0,30,0
8675,Significant Other,Jail Inmate,0,,7,2,18,0,4,0,21,12
8676,Single,Pretrial Defendant,0,,0,1,2,0,0,0,28,1
8677,Single,Pretrial Defendant,0,,0,4,6,2,1,0,28,5
8678,Single,Jail Inmate,0,,,,,,,,,0
8679,Single,Jail Inmate,0,,2,1,11,0,0,0,21,2
8680,Married,Jail Inmate,0,,2,1,5,0,0,0,26,3
8681,Single,Jail Inmate,1,17511,13,11,47,1,10,0,18,39
8682,Single,Jail Inmate,0,,0,5,6,5,0,0,29,3
8683,Single,Pretrial Defendant,0,,4,1,6,0,1,0,27,4
8684,Single,Jail Inmate,0,,0,1,1,0,1,0,27,1
8685,Single,Jail Inmate,0,,17,17,42,3,3,0,20,43
8686,Single,Probation,0,,1,0,1,0,0,0,18,1
8687,Single,Jail Inmate,0,,0,1,4,0,1,0,25,2
8688,Single,Pretrial Defendant,0,,0,1,1,0,1,0,25,1
8689,Separated,Jail Inmate,0,,1,1,2,1,0,0,37,1
8690,Single,Jail Inmate,0,,1,0,1,0,0,0,21,1
8691,Single,Jail Inmate,0,,1,0,6,0,0,0,25,1
8692,Single,Jail Inmate,0,,,,,,,,,0
8693,Single,Jail Inmate,0,,2,1,5,0,1,0,24,3
8694,Single,Pretrial Defendant,0,,4,1,7,0,3,0,22,5
8695,Single,Jail Inmate,0,,0,43,43,0,0,0,47,40
8696,Single,Jail Inmate,0,,6,5,33,0,0,0,20,12
8697,Single,Jail Inmate,0,,0,1,2,1,0,0,18,1
8698,Married,Pretrial Defendant,0,,7,1,10,0,2,0,30,10
8699,Single,Jail Inmate,0,,1,6,7,6,0,0,24,6
8700,Single,Jail Inmate,6,152946,23,18,49,0,16,1,16,58
8701,Single,Pretrial Defendant,0,,2,5,10,2,0,0,32,9
8702,Single,Jail Inmate,0,,16,7,30,2,6,0,18,25
8703,Divorced,Jail Inmate,0,,1,1,3,0,2,0,57,2
8704,Single,Jail Inmate,0,,2,5,18,0,7,0,17,7
8705,Single,Jail Inmate,0,,12,7,30,0,12,0,18,11
8706,Single,Jail Inmate,0,,3,2,5,0,3,0,19,4
8707,Single,Jail Inmate,0,,1,0,1,0,0,0,31,0
8708,Single,Pretrial Defendant,5,72320,16,10,33,1,7,0,26,40
8709,Single,Jail Inmate,0,,1,2,3,0,0,0,38,3
8710,Divorced,Pretrial Defendant,0,,1,0,5,0,0,0,29,1
8711,Single,Jail Inmate,0,,0,2,2,0,0,0,22,2
8712,Single,Pretrial Defendant,0,,0,4,4,1,0,0,31,8
8713,Single,Pretrial Defendant,0,,1,8,9,0,1,0,20,9
8714,Married,Jail Inmate,0,,1,0,2,0,0,0,39,0
8715,Single,Jail Inmate,0,,6,0,7,1,0,0,11,2
8716,Married,Jail Inmate,0,,1,0,1,0,0,0,28,1
8717,Married,Jail Inmate,0,,1,0,2,0,0,0,39,1
8718,Single,Jail Inmate,0,,1,2,4,2,0,0,14,3
8719,Single,Jail Inmate,0,,6,4,24,0,0,0,30,16
8720,Married,Jail Inmate,0,,,,,,,,,0
8721,Single,Jail Inmate,0,,2,0,2,0,0,0,29,0
8722,Unknown,Jail Inmate,0,,2,1,7,0,1,0,23,0
8723,Single,Jail Inmate,1,7548,2,13,15,0,14,0,21,17
8724,Single,Jail Inmate,7,84796,6,9,17,1,11,0,17,17
8725,Single,Jail Inmate,0,,1,1,2,0,1,0,20,2
8726,Single,Jail Inmate,0,,0,1,1,1,0,0,23,1
8727,Single,Jail Inmate,1,11460,0,7,7,2,0,0,21,12
8728,Single,Jail Inmate,0,,1,0,2,0,0,0,18,1
8729,Single,Pretrial Defendant,0,,14,2,42,0,3,0,19,16
8730,Single,Jail Inmate,0,,1,0,3,0,0,0,33,0
8731,Divorced,Jail Inmate,0,,10,1,14,0,0,0,27,8
8732,Single,Jail Inmate,0,,3,4,9,2,0,0,21,3
8733,Single,Pretrial Defendant,0,,0,1,5,1,0,0,26,1
8734,Married,Jail Inmate,0,,7,0,11,0,0,0,44,5
8735,Single,Jail Inmate,0,,1,0,6,0,0,0,31,1
8736,Single,Jail Inmate,0,,,,,,,,,0
8737,Single,Jail Inmate,0,,8,2,13,0,2,0,20,12
8738,Single,Jail Inmate,0,,1,1,2,1,0,0,19,2
8739,Single,Jail Inmate,0,,1,1,2,1,0,0,18,3
8740,Married,Jail Inmate,0,,,,,,,,,0
8741,Single,Jail Inmate,0,,2,2,6,1,1,0,28,2
8742,Single,Jail Inmate,0,,2,0,3,0,0,0,41,1
8743,Significant Other,Jail Inmate,2,53922,7,23,55,12,1,0,16,33
8744,Single,Pretrial Defendant,0,,3,1,5,0,2,0,18,2
8745,Married,Jail Inmate,0,,5,1,6,1,0,0,20,2
8746,Single,Jail Inmate,0,,4,3,17,0,6,0,30,5
8747,Single,Jail Inmate,0,,10,8,48,0,5,0,18,13
8748,Single,Jail Inmate,0,,2,4,10,0,5,0,54,4
8749,Single,Jail Inmate,0,,1,2,3,0,2,0,50,3
8750,Married,Pretrial Defendant,0,,7,9,20,5,0,0,28,23
8751,Single,Jail Inmate,0,,2,0,2,0,0,0,42,2
8752,Single,Jail Inmate,0,,5,1,11,0,0,0,22,5
8753,Significant Other,Jail Inmate,0,,,,,,,,,0
8754,Single,Jail Inmate,0,,1,4,7,0,0,0,23,9
8755,Married,Jail Inmate,0,,4,0,4,0,0,0,34,3
8756,Single,Pretrial Defendant,0,,8,37,66,12,0,0,15,18
8757,Single,Jail Inmate,0,,1,1,5,0,1,0,18,1
8758,Divorced,Jail Inmate,1,76320,15,8,41,1,4,0,27,46
8759,Single,Pretrial Defendant,0,,3,1,4,1,0,0,28,4
8760,Single,Pretrial Defendant,0,,9,4,25,1,0,0,19,6
8761,Divorced,Jail Inmate,0,,8,3,39,1,0,0,18,8
8762,Single,Jail Inmate,0,,1,2,4,0,2,0,33,3
8763,Single,Jail Inmate,0,,5,1,8,0,2,0,28,4
8764,Single,Jail Inmate,0,,0,3,4,1,1,0,20,3
8765,Significant Other,Jail Inmate,0,,13,2,22,1,4,0,21,12
8766,Single,Pretrial Defendant,0,,1,2,8,0,0,0,55,2
8767,Married,Jail Inmate,0,,0,0,3,0,0,0,46,0
8768,Single,Pretrial Defendant,0,,0,2,4,2,0,0,18,2
8769,Single,Pretrial Defendant,0,,0,11,11,11,0,0,57,2
8770,Married,Jail Inmate,0,,1,0,2,0,0,0,31,1
8771,Married,Pretrial Defendant,0,,4,0,6,0,0,0,42,5
8772,Single,Jail Inmate,0,,1,1,3,0,1,0,31,0
8773,Single,Pretrial Defendant,5,240352,33,28,72,10,7,0,16,74
8774,Unknown,Jail Inmate,0,,4,4,10,0,4,0,26,16
8775,Single,Jail Inmate,0,,2,10,14,0,11,0,33,17
8776,Single,Jail Inmate,0,,16,16,54,2,7,0,18,57
8777,Single,Pretrial Defendant,0,,2,2,6,1,0,0,18,4
8778,Widowed,Pretrial Defendant,0,,3,0,3,0,0,0,72,3
8779,Single,Pretrial Defendant,0,,5,0,10,0,0,0,19,9
8780,Single,Pretrial Defendant,0,,0,1,1,0,0,0,17,1
8781,Married,Jail Inmate,0,,8,0,11,0,0,0,36,1
8782,Married,Jail Inmate,0,,1,0,3,0,0,0,50,0
8783,Divorced,Pretrial Defendant,8,48943,12,5,17,0,3,0,52,17
8784,Single,Jail Inmate,0,,1,1,3,0,2,0,20,2
8785,Single,Jail Inmate,0,,1,0,1,0,0,0,24,1
8786,Unknown,Jail Inmate,0,,4,0,12,2,0,0,17,2
8787,Single,Jail Inmate,0,,8,4,19,0,3,0,19,7
8788,Single,Jail Inmate,0,,2,4,6,2,1,0,18,9
8789,Single,Jail Inmate,0,,3,0,8,0,1,0,19,0
8790,Married,Jail Inmate,0,,0,1,4,1,0,0,47,1
8791,Single,Pretrial Defendant,0,,1,0,1,0,0,0,26,1
8792,Single,Jail Inmate,0,,1,4,11,1,0,0,36,4
8793,Single,Jail Inmate,0,,1,0,1,0,0,0,19,0
8794,Single,Jail Inmate,0,,2,1,8,0,0,0,15,0
8795,Single,Jail Inmate,0,,3,1,22,0,1,0,25,4
8796,Divorced,Jail Inmate,0,,1,0,3,0,0,0,60,1
8797,Single,Jail Inmate,0,,0,2,5,1,0,0,26,2
8798,Married,Jail Inmate,0,,5,1,15,0,0,0,32,3
8799,Single,Jail Inmate,0,,18,8,39,1,11,0,15,14
8800,Married,Pretrial Defendant,0,,14,7,26,2,0,0,34,17
8801,Married,Pretrial Defendant,0,,1,1,6,0,0,0,24,5
8802,Single,Jail Inmate,2,8976,4,5,14,0,0,0,18,11
8803,Single,Pretrial Defendant,0,,0,8,10,4,0,0,20,12
8804,Single,Jail Inmate,0,,4,1,5,0,1,0,21,5
8805,Single,Jail Inmate,0,,2,5,7,0,0,0,26,5
8806,Single,Jail Inmate,0,,0,1,2,0,0,0,19,0
8807,Single,Pretrial Defendant,0,,2,1,13,0,3,0,14,3
8808,Single,Jail Inmate,0,,0,1,1,0,0,0,29,1
8809,Single,Jail Inmate,0,,7,0,20,0,3,0,18,4
8810,Single,Jail Inmate,0,,2,1,3,0,1,0,27,3
8811,Single,Pretrial Defendant,0,,0,1,4,1,0,0,28,1
8812,Single,Jail Inmate,0,,1,2,8,1,0,0,25,5
8813,Single,Jail Inmate,0,,5,4,9,0,0,0,23,5
8814,Single,Jail Inmate,0,,2,0,7,0,0,0,21,1
8815,Single,Jail Inmate,0,,2,1,16,0,0,0,24,1
8816,Married,Jail Inmate,0,,1,1,13,0,2,0,29,2
8817,Married,Pretrial Defendant,0,,,,,,,,,0
8818,Single,Jail Inmate,0,,3,1,14,0,0,0,18,3
8819,Single,Jail Inmate,0,,0,1,1,0,0,0,26,1
8820,Single,Jail Inmate,0,,8,1,11,0,1,0,17,4
8821,Single,Jail Inmate,1,33902,10,20,31,5,6,0,14,22
8822,Single,Jail Inmate,0,,6,3,11,1,0,0,19,12
8823,Single,Jail Inmate,1,5264,28,21,61,5,5,0,16,56
8824,Single,Jail Inmate,0,,10,2,19,0,6,0,19,18
8825,Single,Jail Inmate,3,4908,0,2,2,0,2,0,41,2
8826,Single,Pretrial Defendant,8,155848,12,19,35,0,4,0,22,22
8827,Single,Jail Inmate,0,,7,2,23,0,2,0,19,6
8828,Significant Other,Jail Inmate,0,,2,2,4,1,0,0,24,1
8829,Single,Jail Inmate,0,,1,1,3,0,1,0,48,4
8830,Single,Jail Inmate,0,,4,8,12,4,1,0,18,12
8831,Married,Jail Inmate,0,,1,0,2,0,0,0,48,1
8832,Significant Other,Jail Inmate,0,,7,2,34,1,3,0,16,3
8833,Unknown,Jail Inmate,0,,5,2,8,0,4,0,35,11
8834,Single,Pretrial Defendant,0,,15,10,32,3,2,0,14,23
8835,Single,Jail Inmate,0,,5,0,15,0,4,0,21,3
8836,Single,Jail Inmate,0,,1,0,1,0,0,0,18,1
8837,Single,Jail Inmate,0,,10,21,31,7,0,0,18,24
8838,Married,Jail Inmate,0,,1,0,9,0,0,0,20,0
8839,Single,Jail Inmate,0,,2,4,6,1,0,0,18,4
8840,Single,Pretrial Defendant,1,12180,9,12,34,2,3,0,19,35
8841,Single,Jail Inmate,0,,4,1,6,0,0,0,36,4
8842,Single,Jail Inmate,0,,1,2,4,0,0,0,42,3
8843,Single,Pretrial Defendant,0,,17,9,34,1,1,0,17,33
8844,Single,Jail Inmate,0,,27,12,58,4,2,0,17,26
8845,Single,Jail Inmate,0,,1,0,1,1,0,0,18,1
8846,Significant Other,Jail Inmate,0,,5,2,13,1,0,0,47,4
8847,Single,Jail Inmate,0,,6,6,27,1,3,0,18,13
8848,Single,Pretrial Defendant,3,21762,0,2,3,1,0,0,53,6
8849,Single,Pretrial Defendant,0,,0,1,1,0,1,0,20,2
8850,Single,Jail Inmate,0,,0,1,1,1,0,0,21,1
8851,Single,Jail Inmate,0,,13,6,25,1,8,0,18,24
8852,Single,Pretrial Defendant,0,,4,1,5,0,0,0,20,4
8853,Separated,Probation,0,,1,0,1,0,0,0,29,1
8854,Single,Jail Inmate,1,5880,1,7,11,3,0,0,24,12
8855,Single,Jail Inmate,1,98294,4,88,98,10,0,0,27,98
8856,Single,Jail Inmate,0,,4,1,6,0,1,0,18,4
8857,Single,Jail Inmate,0,,1,0,1,0,0,0,24,0
8858,Single,Jail Inmate,0,,7,1,14,0,0,0,16,4
8859,Married,Jail Inmate,0,,1,2,4,1,0,0,27,1
8860,Single,Pretrial Defendant,0,,,,,,,,,0
8861,Single,Jail Inmate,1,1379,1,0,1,0,1,0,29,1
8862,Single,Pretrial Defendant,0,,,,,,,,,0
8863,Single,Jail Inmate,0,,3,18,28,1,0,0,23,16
8864,Significant Other,Jail Inmate,0,,1,1,3,0,0,0,24,0
8865,Widowed,Jail Inmate,0,,0,2,2,1,0,0,62,2
8866,Married,Pretrial Defendant,0,,4,0,4,0,0,0,31,5
8867,Single,Jail Inmate,1,2432,5,5,13,2,0,0,16,8
8868,Single,Jail Inmate,0,,1,0,1,0,0,0,26,0
8869,Single,Jail Inmate,0,,3,0,5,0,0,0,43,0
8870,Married,Jail Inmate,0,,3,2,11,2,1,0,18,4
8871,Single,Pretrial Defendant,0,,1,1,12,0,1,0,18,1
8872,Single,Pretrial Defendant,0,,,,,,,,,0
8873,Single,Jail Inmate,1,6858,18,10,28,2,2,0,18,27
8874,Single,Jail Inmate,0,,1,0,1,0,0,0,38,1
8875,Single,Jail Inmate,0,,,,,,,,,0
8876,Single,Jail Inmate,0,,18,1,27,0,4,0,19,4
8877,Single,Jail Inmate,0,,3,2,14,0,0,0,25,7
8878,Married,Jail Inmate,0,,2,3,13,1,0,0,22,5
8879,Single,Jail Inmate,0,,0,2,9,0,2,0,18,1
8880,Single,Pretrial Defendant,0,,7,1,11,0,0,0,20,4
8881,Significant Other,Jail Inmate,3,11865,8,1,12,0,2,0,36,5
8881,Single,Jail Inmate,3,2373,8,1,12,0,2,0,36,0
8882,Single,Jail Inmate,0,,8,1,9,0,5,0,18,7
8883,Single,Pretrial Defendant,2,165,1,0,2,0,0,0,52,3
8884,Single,Jail Inmate,0,,1,0,5,0,0,0,19,2
8885,Single,Jail Inmate,0,,4,3,10,0,2,0,17,4
8886,Single,Jail Inmate,0,,6,11,30,3,1,0,18,38
8887,Single,Pretrial Defendant,0,,6,5,16,0,1,0,20,9
8888,Single,Jail Inmate,0,,,,,,,,,0
8889,Single,Jail Inmate,0,,3,2,17,0,0,0,28,0
8890,Single,Jail Inmate,0,,0,6,10,4,0,0,25,6
8891,Single,Pretrial Defendant,3,36126,41,13,61,3,1,0,36,54
8892,Single,Pretrial Defendant,0,,0,1,4,0,0,0,26,2
8893,Single,Jail Inmate,1,355,1,0,4,0,0,0,32,1
8894,Single,Jail Inmate,0,,6,5,17,1,5,0,21,15
8895,Single,Jail Inmate,0,,,,,,,,,0
8896,Single,Pretrial Defendant,0,,7,4,14,0,2,0,24,15
8897,Single,Jail Inmate,0,,1,1,2,0,0,0,28,2
8898,Single,Jail Inmate,0,,,,,,,,,0
8899,Significant Other,Jail Inmate,0,,9,1,12,0,0,0,20,5
8900,Single,Jail Inmate,0,,3,5,8,0,0,0,17,9
8901,Single,Pretrial Defendant,0,,,,,,,,,0
8902,Single,Jail Inmate,0,,2,0,5,0,1,0,19,2
8903,Single,Jail Inmate,0,,2,1,6,0,1,0,23,2
8904,Single,Jail Inmate,0,,1,0,2,0,1,0,25,0
8905,Married,Jail Inmate,0,,1,0,1,0,0,0,50,1
8906,Single,Jail Inmate,0,,3,1,8,0,1,0,16,2
8907,Married,Jail Inmate,0,,,,,,,,,0
8908,Significant Other,Jail Inmate,0,,7,3,10,0,5,0,21,17
8909,Single,Jail Inmate,0,,2,0,3,0,0,0,43,0
8910,Single,Jail Inmate,0,,0,3,3,2,0,0,26,2
8911,Single,Jail Inmate,0,,0,1,1,1,0,0,18,1
8912,Single,Jail Inmate,0,,6,5,15,1,2,0,17,12
8913,Married,Jail Inmate,0,,9,2,21,0,0,0,15,10
8914,Single,Pretrial Defendant,0,,3,2,5,1,0,0,18,3
8915,Single,Jail Inmate,0,,8,17,53,1,4,0,19,31
8916,Single,Jail Inmate,0,,4,0,13,0,0,0,45,6
8917,Single,Jail Inmate,0,,1,1,2,1,0,0,19,1
8918,Single,Jail Inmate,0,,8,19,37,4,5,0,21,24
8919,Single,Pretrial Defendant,0,,4,2,6,3,0,0,37,4
8920,Single,Jail Inmate,0,,11,3,26,0,0,0,30,8
8921,Single,Jail Inmate,0,,5,0,10,0,1,0,29,4
8922,Single,Jail Inmate,0,,3,1,4,0,0,0,60,3
8923,Single,Pretrial Defendant,0,,2,2,12,0,0,0,21,4
8924,Single,Jail Inmate,0,,1,4,14,3,0,0,22,3
8925,Single,Jail Inmate,0,,0,1,1,0,0,0,25,1
8926,Single,Jail Inmate,0,,2,5,15,1,5,0,19,0
8927,Single,Jail Inmate,5,192995,16,19,39,5,11,0,16,55
8928,Single,Pretrial Defendant,0,,,,,,,,,0
8929,Single,Jail Inmate,0,,7,2,11,0,0,0,26,9
8930,Single,Jail Inmate,1,23361,22,15,65,4,0,0,17,39
8931,Single,Jail Inmate,4,12675,1,4,6,0,0,0,30,5
8932,Single,Jail Inmate,0,,1,0,3,0,0,0,25,3
8933,Single,Jail Inmate,0,,3,17,20,10,0,0,20,8
8934,Single,Jail Inmate,0,,7,1,23,0,0,0,37,4
8935,Single,Pretrial Defendant,1,3324,6,7,13,0,6,0,15,12
8936,Single,Jail Inmate,0,,2,0,7,0,0,0,19,1
8937,Single,Pretrial Defendant,0,,2,0,2,0,0,0,18,2
8938,Single,Jail Inmate,0,,1,0,1,0,0,0,46,1
8939,Single,Pretrial Defendant,0,,1,0,1,0,0,0,23,1
8940,Divorced,Jail Inmate,0,,2,1,3,1,0,0,56,2
8941,Single,Pretrial Defendant,0,,3,2,8,0,2,0,16,2
8942,Single,Jail Inmate,0,,4,4,24,0,0,0,15,1
8943,Single,Pretrial Defendant,0,,4,8,19,2,0,0,40,14
8944,Single,Jail Inmate,0,,0,1,2,0,0,0,38,1
8945,Single,Jail Inmate,0,,0,1,1,0,0,0,18,1
8946,Single,Jail Inmate,0,,3,0,3,0,0,0,26,1
8947,Married,Jail Inmate,0,,2,8,10,0,1,0,20,10
8948,Single,Jail Inmate,0,,1,0,5,0,0,0,23,1
8949,Single,Jail Inmate,0,,5,2,13,0,0,0,35,7
8950,Separated,Jail Inmate,0,,1,0,3,0,0,0,45,1
8951,Married,Jail Inmate,0,,0,1,1,1,0,0,21,1
8952,Single,Jail Inmate,1,4656,5,5,38,0,3,0,35,12
8953,Single,Pretrial Defendant,5,212036,8,20,28,2,7,0,22,44
8954,Significant Other,Jail Inmate,0,,1,0,13,0,0,0,29,1
8955,Separated,Jail Inmate,6,5120,8,0,15,0,0,0,34,5
8956,Significant Other,Jail Inmate,0,,1,0,1,0,0,0,40,0
8957,Single,Jail Inmate,0,,9,5,21,0,6,0,19,2
8958,Married,Pretrial Defendant,0,,0,1,5,0,0,0,41,1
8959,Single,Jail Inmate,2,46737,10,10,29,2,4,0,17,27
8960,Single,Jail Inmate,0,,5,8,15,0,10,0,33,8
8961,Single,Pretrial Defendant,0,,3,2,6,1,0,0,17,2
8962,Single,Jail Inmate,0,,1,0,1,0,0,0,30,1
8963,Single,Jail Inmate,0,,0,6,6,4,0,0,25,6
8964,Single,Jail Inmate,0,,23,10,47,3,10,0,18,32
8965,Single,Jail Inmate,0,,4,4,9,0,3,0,18,5
8966,Single,Jail Inmate,0,,0,0,5,0,0,0,19,0
8967,Single,Pretrial Defendant,0,,4,0,5,0,0,0,58,4
8968,Single,Pretrial Defendant,0,,0,2,2,1,0,0,19,2
8969,Single,Jail Inmate,0,,5,4,9,1,0,0,20,6
8970,Widowed,Pretrial Defendant,0,,4,0,8,0,0,0,67,3
8971,Single,Jail Inmate,0,,0,2,8,0,0,0,18,4
8972,Single,Jail Inmate,0,,5,0,5,0,0,0,23,1
8973,Single,Pretrial Defendant,0,,2,0,5,0,0,0,26,5
8974,Single,Jail Inmate,0,,5,3,16,0,2,0,18,5
8975,Single,Pretrial Defendant,0,,7,3,17,1,5,0,20,5
8976,Single,Jail Inmate,0,,1,1,2,1,0,0,41,2
8977,Single,Jail Inmate,0,,8,1,11,0,3,0,18,12
8978,Single,Pretrial Defendant,0,,,,,,,,,0
8979,Divorced,Pretrial Defendant,0,,,,,,,,,0
8980,Single,Jail Inmate,0,,2,2,4,0,3,0,21,0
8981,Single,Pretrial Defendant,0,,9,1,12,0,3,0,19,13
8982,Single,Jail Inmate,0,,0,3,4,1,0,0,40,3
8983,Single,Jail Inmate,0,,2,0,6,0,0,0,48,3
8984,Divorced,Jail Inmate,0,,3,0,5,0,0,0,31,5
8985,Single,Jail Inmate,0,,1,0,1,0,0,0,25,1
8986,Single,Jail Inmate,2,1734,4,0,6,0,2,0,22,6
8987,Married,Jail Inmate,0,,1,0,3,0,0,0,36,1
8988,Single,Jail Inmate,0,,0,3,5,1,0,0,17,3
8989,Single,Jail Inmate,0,,8,9,19,1,0,0,18,1
8990,Divorced,Jail Inmate,0,,1,0,9,0,0,0,24,0
8991,Single,Jail Inmate,0,,30,17,58,3,3,0,14,34
8992,Single,Jail Inmate,0,,9,4,15,2,0,0,21,16
8993,Single,Jail Inmate,0,,1,5,9,2,0,0,18,6
8994,Single,Jail Inmate,0,,3,0,23,0,0,0,32,0
8995,Single,Jail Inmate,0,,14,5,41,2,0,0,21,33
8996,Single,Jail Inmate,0,,1,1,4,0,0,0,18,5
8997,Married,Jail Inmate,0,,0,2,3,2,0,0,49,2
8998,Single,Pretrial Defendant,0,,1,2,13,1,0,0,39,2
8999,Single,Jail Inmate,0,,9,4,16,1,3,0,13,5
8999,Single,Pretrial Defendant,0,,9,4,16,1,3,0,13,5
9000,Single,Jail Inmate,2,9222,0,6,6,4,0,0,23,2
9001,Single,Jail Inmate,0,,0,15,15,13,0,0,18,15
9002,Single,Jail Inmate,1,1800,4,1,5,0,4,0,19,4
9003,Single,Pretrial Defendant,1,49110,7,4,12,1,1,0,14,15
9004,Single,Jail Inmate,0,,0,5,6,2,0,0,20,2
9005,Single,Pretrial Defendant,0,,2,0,6,1,0,0,20,1
9006,Separated,Probation,0,,,,,,,,,0
9007,Single,Jail Inmate,0,,1,1,3,0,0,0,53,3
9008,Married,Jail Inmate,0,,1,1,2,0,0,0,42,2
9009,Single,Jail Inmate,0,,,,,,,,,0
9010,Married,Jail Inmate,0,,4,1,7,1,0,0,21,5
9011,Single,Jail Inmate,0,,1,1,2,0,0,0,68,2
9012,Divorced,Pretrial Defendant,0,,2,0,4,0,0,0,76,2
9013,Divorced,Jail Inmate,0,,2,1,4,0,0,0,30,4
9014,Single,Pretrial Defendant,0,,0,4,4,0,0,0,43,2
9015,Single,Jail Inmate,1,15314,10,13,25,2,1,0,17,26
9016,Single,Pretrial Defendant,0,,2,4,7,2,1,0,32,7
9017,Single,Jail Inmate,0,,3,5,10,3,0,0,16,8
9018,Single,Jail Inmate,1,17339,2,3,8,0,0,0,16,7
9019,Married,Pretrial Defendant,0,,4,1,5,0,0,0,47,5
9020,Significant Other,Pretrial Defendant,0,,5,6,22,0,2,0,17,7
9021,Single,Jail Inmate,0,,,,,,,,,0
9021,Single,Pretrial Defendant,0,,,,,,,,,0
9022,Single,Jail Inmate,0,,11,3,35,0,0,0,24,12
9023,Single,Jail Inmate,0,,1,3,4,3,0,0,26,2
9024,Single,Jail Inmate,0,,2,4,6,1,1,0,17,10
9025,Single,Jail Inmate,0,,7,1,13,1,1,0,18,6
9026,Single,Jail Inmate,0,,0,2,2,0,2,0,34,2
9027,Single,Pretrial Defendant,0,,1,0,3,0,0,0,24,0
9028,Single,Jail Inmate,0,,3,0,4,0,0,0,40,1
9029,Significant Other,Pretrial Defendant,0,,5,1,7,0,1,0,38,5
9030,Single,Jail Inmate,0,,0,2,6,1,0,0,16,1
9031,Single,Jail Inmate,0,,22,9,41,0,7,0,18,24
9032,Married,Jail Inmate,0,,1,0,1,0,0,0,38,1
9033,Single,Jail Inmate,0,,3,1,8,0,3,0,21,3
9034,Single,Pretrial Defendant,0,,8,0,15,0,0,0,39,3
9035,Single,Jail Inmate,0,,6,0,20,0,1,0,21,20
9036,Married,Jail Inmate,0,,,,,,,,,0
9037,Single,Jail Inmate,0,,2,1,9,0,2,0,18,3
9038,Married,Jail Inmate,0,,0,1,2,1,0,0,30,1
9039,Single,Jail Inmate,0,,2,6,12,0,0,0,19,8
9040,Married,Jail Inmate,0,,6,1,9,1,0,0,25,2
9041,Single,Jail Inmate,0,,2,0,6,0,0,0,20,0
9042,Divorced,Jail Inmate,1,560,1,1,4,0,0,0,66,4
9043,Single,Jail Inmate,2,10332,2,6,9,1,1,0,19,12
9044,Single,Pretrial Defendant,0,,1,3,5,1,1,0,18,2
9045,Single,Jail Inmate,0,,1,1,5,1,0,0,44,1
9046,Significant Other,Pretrial Defendant,0,,1,0,3,0,0,0,25,1
9047,Married,Jail Inmate,0,,1,0,2,0,0,0,23,0
9048,Married,Jail Inmate,0,,1,0,3,0,0,0,56,1
9049,Single,Jail Inmate,0,,1,0,2,0,0,0,36,2
9050,Single,Pretrial Defendant,0,,3,1,17,0,0,0,28,1
9051,Significant Other,Pretrial Defendant,2,10965,3,0,4,0,0,0,35,5
9052,Single,Jail Inmate,0,,0,2,5,1,0,0,15,2
9053,Single,Jail Inmate,0,,3,1,7,0,1,0,18,2
9054,Single,Jail Inmate,0,,5,5,16,0,4,0,17,16
9055,Single,Jail Inmate,0,,2,0,7,0,0,0,16,1
9056,Single,Jail Inmate,12,374157,6,24,30,6,5,0,43,33
9057,Single,Jail Inmate,3,6432,5,3,8,1,1,0,22,8
9058,Single,Jail Inmate,0,,12,2,21,0,3,0,18,5
9059,Single,Jail Inmate,1,1548,1,3,5,0,1,0,22,3
9060,Significant Other,Pretrial Defendant,1,6144,4,4,18,2,0,0,19,8
9061,Single,Jail Inmate,0,,7,3,21,0,4,0,15,0
9062,Single,Jail Inmate,0,,1,0,3,0,0,0,37,1
9063,Single,Jail Inmate,0,,,,,,,,,0
9064,Single,Jail Inmate,0,,15,3,30,0,4,0,20,20
9065,Married,Jail Inmate,0,,0,1,6,1,0,0,29,1
9066,Single,Jail Inmate,0,,6,4,16,2,0,0,35,8
