"case_number","case_total","case_m","case_f","case_gambling","case_hard","case_drugs"
"14007282CF10A",32,15,10,0,3,6
"14007283TC20A",28,19,7,0,6,1
"14007285MM10A",40,18,2,0,0,1
"14007289MO10A",15,7,8,0,2,8
"14007291CF10A",55,20,7,0,1,5
"14007291MO10A",12,1,4,0,1,0
"14007293CF10A",55,23,11,0,1,3
"14007296CF10A",33,15,4,0,0,2
"14007297CF10A",0,0,0,0,0,0
"14007298CF10A",12,3,0,0,0,1
"14007299CF10A",12,4,1,0,0,4
"14007305MM10A",20,10,7,0,1,0
"14007307CF10A",0,0,0,0,0,0
"14007308CF10A",1,1,0,0,0,0
"14007316CF10A",8,2,2,0,0,2
"14007318MM10A",10,3,3,0,2,0
"14007321MM10A",16,4,11,0,0,5
"14007325MM10A",33,14,9,0,1,11
"14007327CF10A",8,1,1,0,1,0
"14007327MM10A",6,2,0,0,0,0
"14007328CF10A",52,7,20,0,12,1
"14007330TC10A",34,10,13,0,8,2
"14007336MM10A",8,2,0,0,0,0
"14007337CF10A",48,8,20,0,3,14
"14007340CF10A",38,15,12,0,3,3
"14007341CF10A",16,9,1,0,0,5
"14007343CF10A",6,3,1,0,0,1
"14007343MM10A",1,0,1,0,0,0
"14007345CF10A",7,3,1,0,0,2
"14007346CF10A",49,32,8,0,0,9
"14007348CF10A",0,0,0,0,0,0
"14007350CF10A",1,0,0,0,0,0
"14007351MM10A",4,1,0,0,0,0
"14007355MM10A",1,1,0,0,0,0
"14007360CF10A",0,0,0,0,0,0
"14007361CF10A",48,19,27,0,12,7
"14007366CF10A",6,0,0,0,0,0
"14007368CF10A",12,2,0,0,0,2
"14007369MM10A",3,1,0,0,0,0
"14007370CF10A",15,10,5,0,1,2
"14007371CF10A",0,0,0,0,0,0
"14007371MM10A",4,3,1,0,0,2
"14007372MM10A",22,4,9,0,1,0
"14007376CF10A",23,5,1,0,1,2
"14007379CF10A",3,1,0,0,0,0
"14007382MM10A",10,1,2,0,0,0
"14007384MM10A",17,4,6,0,4,0
"14007385MU10A",0,0,0,0,0,0
"14007386CF10A",1,1,0,0,0,0
"14007386MM10A",11,4,1,0,0,1
"14007387CF10A",38,6,8,0,1,4
"14007388CF10A",8,1,1,0,0,0
"14007388TC10A",6,2,3,0,0,2
"14007390MM10A",1,1,0,0,0,0
"14007391MM10A",10,3,6,0,2,2
"14007392CF10A",25,6,2,0,0,0
"14007393CF10A",0,0,0,0,0,0
"14007394CF10A",0,0,0,0,0,0
"14007399MM10A",0,0,0,0,0,0
"14007400MM10A",1,0,0,0,0,0
"14007402CF10A",25,8,17,0,0,7
"14007403CF10A",0,0,0,0,0,0
"14007403MM10A",0,0,0,0,0,0
"14007405MM10A",14,12,1,0,0,0
"14007407CF10A",33,11,10,0,1,4
"14007408MM10A",18,9,5,0,1,3
"14007409CF10A",12,5,3,0,0,4
"14007412MM10A",9,5,3,0,0,2
"14007413MM10A",8,2,3,0,1,2
"14007414CF10A",10,1,0,0,0,0
"14007414MM10A",7,2,5,0,1,3
"14007415CF10A",12,6,4,0,0,3
"14007416CF10A",0,0,0,0,0,0
"14007417CF10A",13,4,3,0,0,3
"14007419MM10A",12,3,0,0,0,0
"14007422CF10A",4,3,0,0,0,0
"14007424CF10A",0,0,0,0,0,0
"14007425MM10A",4,0,1,0,0,1
"14007426CF10A",21,5,5,0,1,1
"14007426MM10A",3,1,0,0,0,0
"14007428CF10A",6,2,4,0,2,0
"14007439TC10A",12,7,2,0,0,1
"14007439TC20A",0,0,0,0,0,0
"14007442MM10A",0,0,0,0,0,0
"14007443CF10A",5,2,3,0,0,2
"14007444CF10A",0,0,0,0,0,0
"14007444MM10A",1,1,0,0,0,0
"14007445MM10A",1,0,0,0,0,0
"14007448CF10A",25,11,5,0,0,9
"14007449MM10A",9,2,5,0,1,2
"14007451CF10A",23,9,1,0,0,0
"14007451MM10A",0,0,0,0,0,0
"14007452MM10A",0,0,0,0,0,0
"14007453CF10A",5,0,3,0,1,0
"14007455CF10A",0,0,0,0,0,0
"14007455MM10A",0,0,0,0,0,0
"14007458CF10A",0,0,0,0,0,0
"14007461CF10A",6,2,1,0,0,2
"14007463CF10A",42,23,6,0,1,1
"14007463MM10A",5,2,3,0,0,0
"14007465CF10A",6,3,2,0,0,2
"14007467CF10A",3,0,0,0,0,0
"14007470CF10A",0,0,0,0,0,0
"14007471CF10A",31,9,9,0,0,5
"14007472CF10A",0,0,0,0,0,0
"14007474MM10A",5,0,0,0,0,0
"14007475MM10A",1,0,0,0,0,0
"14007480MM10A",6,0,0,0,0,0
"14007480TC10A",0,0,0,0,0,0
"14007481MM10A",1,1,0,0,0,0
"14007482CF10A",12,6,4,0,1,1
"14007486CF10A",29,4,5,0,4,1
"14007489CF10A",0,0,0,0,0,0
"14007491CF10A",62,25,16,0,2,4
"14007493CF10A",13,3,7,0,0,2
"14007499CF10A",3,1,2,0,0,0
"14007503MM10A",19,12,2,0,0,0
"14007506CF10A",12,4,3,0,0,4
"14007510CF10A",4,1,0,0,0,0
"14007511MM10A",27,13,1,0,0,0
"14007512CF10A",1,0,0,0,0,0
"14007514CF10A",0,0,0,0,0,0
"14007517CF10A",29,11,12,0,3,7
"14007519MO10A",8,5,0,0,0,1
"14007520CF10A",2,0,0,0,0,0
"14007525CF10A",0,0,0,0,0,0
"14007526CF10A",1,1,0,0,0,1
"14007528CF10A",9,6,1,0,0,0
"14007529CF10A",39,14,25,0,10,3
"14007532MM10A",52,23,21,0,4,10
"14007538MO10A",17,11,4,0,0,0
"14007540CF10A",39,12,6,0,1,2
"14007541CF10A",4,0,0,0,0,0
"14007544CF10A",15,5,8,0,0,9
"14007544MM10A",76,54,7,0,0,8
"14007544tc40a",23,8,1,0,0,2
"14007545CF10A",22,6,3,0,1,0
"14007546CF10A",9,5,3,0,0,0
"14007548CF10A",38,19,15,0,2,14
"14007552CF10A",27,11,0,0,0,0
"14007554CF10A",0,0,0,0,0,0
"14007557CF10A",1,0,0,0,0,0
"14007560MM10A",7,1,0,0,0,0
"14007561CF10A",28,8,2,0,0,1
"14007562CF10A",21,5,3,0,0,1
"14007562MM10A",18,3,3,0,2,0
"14007568CF10A",0,0,0,0,0,0
"14007570TC20A",2,2,0,0,0,0
"14007572MO10A",23,8,8,0,2,5
"14007573CF10A",7,4,2,0,0,0
"14007578CF10A",14,9,1,0,0,0
"14007582CF10A",4,0,0,0,0,0
"14007586CF10A",61,25,14,0,2,12
"14007586TC10A",1,0,0,0,0,0
"14007587CF10A",3,2,0,0,0,0
"14007588CF10A",0,0,0,0,0,0
"14007593CF10A",8,5,3,0,0,2
"14007593MM10A",10,4,1,0,0,2
"14007598CF10A",14,1,0,0,0,0
"14007603CF10A",0,0,0,0,0,0
"14007604CF10A",2,2,0,0,0,0
"14007605TC10A",51,17,12,0,2,1
"14007606TC30A",44,22,15,0,1,6
"14007607CF10A",18,8,2,0,0,4
"14007611MM10A",40,22,6,0,0,0
"14007612MM10A",55,20,17,0,2,12
"14007613MM10A",35,17,14,0,3,7
"14007614CF10A",6,5,1,0,0,0
"14007615MM10A",17,7,7,0,2,4
"14007616CF10A",2,2,0,0,0,0
"14007619MM10A",1,0,1,0,0,0
"14007623CF10A",2,1,0,0,0,0
"14007626MM10A",2,0,0,0,0,0
"14007630MO10A",20,5,13,0,0,7
"14007631CF10A",72,32,18,0,4,12
"14007631MM10A",1,0,1,0,0,0
"14007633CF10A",13,5,1,0,1,0
"14007635CF10A",0,0,0,0,0,0
"14007637CF10A",57,18,32,0,4,17
"14007637MM10A",23,2,3,0,3,0
"14007638CF10A",5,3,0,0,0,2
"14007639CF10A",7,1,0,0,0,0
"14007640MO10A",24,7,10,0,4,1
"14007646CF10A",57,23,12,0,1,12
"14007649CF10A",22,6,15,0,7,0
"14007650CF10A",13,6,2,1,0,2
"14007656CF10A",14,6,4,0,1,3
"14007658MM10A",3,0,3,0,1,1
"14007664CF10A",10,6,1,0,1,0
"14007664MM10A",6,2,2,0,0,3
"14007671CF10A",58,19,16,1,1,16
"14007677CF10A",3,1,0,0,0,1
"14007677MM10A",7,3,0,0,0,0
"14007679CF10A",0,0,0,0,0,0
"14007679TC20A",3,2,0,0,0,0
"14007680MM10A",2,0,2,0,1,0
"14007682TC40A",29,15,6,0,1,5
"14007683CF10A",2,1,0,0,0,1
"14007684CF10A",1,0,0,0,0,0
"14007684MM10A",6,1,0,0,0,0
"14007685MM10A",6,0,6,0,2,2
"14007688CF10A",53,19,6,0,1,1
"14007688MM10A",35,20,11,0,0,6
"14007691MM10A",3,2,1,0,0,0
"14007693CF10A",34,29,4,0,0,4
"14007694CF10A",39,4,27,0,5,0
"14007696CF10A",47,20,7,0,0,10
"14007703CF10A",3,2,1,0,0,0
"14007704CF10A",1,0,1,0,1,0
"14007705CF10A",13,10,2,0,1,3
"14007706CF10A",6,5,1,0,0,3
"14007708CF10A",12,6,5,0,0,0
"14007709CF10A",14,6,5,0,0,6
"14007709MM10A",11,10,0,0,0,0
"14007710CF10A",0,0,0,0,0,0
"14007710MM10A",0,0,0,0,0,0
"14007714CF10A",24,8,8,0,3,5
"14007717CF10A",39,15,9,0,0,12
"14007718CF10A",2,0,0,0,0,0
"14007720CF10A",6,0,2,0,1,0
"14007720MM10A",5,4,1,0,0,0
"14007722MM10A",10,5,1,0,1,1
"14007723MM10A",9,2,0,0,0,1
"14007726CF10A",6,5,1,0,0,0
"14007727CF10A",24,2,2,0,0,1
"14007729MM10A",53,19,6,0,1,1
"14007731MM10A",15,6,6,0,0,6
"14007733CF10A",3,2,1,0,0,2
"14007734CF10A",7,0,4,0,2,0
"14007736MM10A",0,0,0,0,0,0
"14007737MM10A",0,0,0,0,0,0
"14007738CF10A",18,1,5,0,1,0
"14007740CF10A",1,0,0,0,0,0
"14007741MM10A",5,2,2,0,0,1
"14007742CF10A",0,0,0,0,0,0
"14007748MM10A",28,16,6,0,0,3
"14007749MM10A",5,4,1,0,1,1
"14007756CF10A",14,7,6,0,1,2
"14007756MM10A",8,3,0,0,0,0
"14007757CF10A",8,5,2,0,1,1
"14007763CF10A",49,21,14,0,0,7
"14007765CF10A",10,7,3,0,1,0
"14007768CF10A",36,10,1,0,0,1
"14007770CF10A",10,2,0,0,0,0
"14007774CF10A",11,1,0,0,0,0
"14007775MM10A",14,8,6,0,3,0
"14007777CF10A",1,1,0,0,0,0
"14007778MM10A",0,0,0,0,0,0
"14007779CF10A",50,17,22,0,1,7
"14007779MM10A",5,1,1,0,0,0
"14007783CF10A",0,0,0,0,0,0
"14007784CF10A",0,0,0,0,0,0
"14007785MM10A",17,5,12,0,3,0
"14007786CF10A",1,1,0,0,0,0
"14007788CF10A",11,10,1,0,1,1
"14007794CF10A",0,0,0,0,0,0
"14007794MM10A",0,0,0,0,0,0
"14007796MM10A",10,2,4,0,1,0
"14007798MM10A",5,2,2,0,0,4
"14007799CF10A",55,33,15,0,0,33
"14007800CF10A",0,0,0,0,0,0
"14007802CF10A",0,0,0,0,0,0
"14007805CF10A",14,1,1,0,0,1
"14007806MM10A",7,5,2,0,0,0
"14007807CF10A",2,0,0,0,0,0
"14007808CF10A",6,4,0,0,0,0
"14007811CF10A",0,0,0,0,0,0
"14007814CF10A",6,2,0,0,0,0
"14007817CF10A",4,4,0,0,0,1
"14007819CF10A",7,1,4,0,0,1
"14007822MM10A",2,0,0,0,0,0
"14007824MM10A",1,0,0,0,0,0
"14007825CF10A",0,0,0,0,0,0
"14007829MM10A",3,1,0,0,0,0
"14007831MM10A",14,3,1,0,0,3
"14007833TC30A",31,14,6,0,0,3
"14007834CF10A",19,7,8,0,3,5
"14007834MM10A",30,12,1,0,0,0
"14007835MM10A",0,0,0,0,0,0
"14007837CF10A",2,1,1,0,0,0
"14007841MM10A",0,0,0,0,0,0
"14007844CF10A",2,1,0,0,0,0
"14007846CF10A",69,23,24,0,5,16
"14007847CF10A",3,2,1,0,1,0
"14007849MO10A",27,17,6,0,0,9
"14007850CF10A",1,0,0,0,0,0
"14007852MM10A",15,2,0,0,0,0
"14007854MM10A",7,1,0,0,0,0
"14007860CF10A",0,0,0,0,0,0
"14007862CF10A",7,3,0,0,0,0
"14007863MM10A",8,1,1,0,0,0
"14007867CF10A",8,3,3,0,1,0
"14007871CF10A",23,6,16,0,1,7
"14007871MO10A",30,17,13,0,1,16
"14007872CF10A",8,0,5,0,1,0
"14007872MM10A",8,6,2,0,0,0
"14007876CF10A",0,0,0,0,0,0
"14007877CF10A",0,0,0,0,0,0
"14007879MM10A",3,1,1,0,1,0
"14007880CF10A",0,0,0,0,0,0
"14007883MM10A",6,0,0,0,0,0
"14007885MM10A",12,0,0,0,0,0
"14007890CF10A",24,2,2,0,0,1
"14007895MM10A",29,9,11,0,2,10
"14007895TC10A",20,13,3,0,2,2
"14007896TC10A",26,16,5,0,2,3
"14007899CF10A",21,2,1,0,0,0
"14007901CF10A",0,0,0,0,0,0
"14007902CF10A",7,0,0,0,0,0
"14007903CF10A",26,13,3,0,1,4
"14007905CF10A",14,6,1,0,1,0
"14007906MO10A",19,15,4,0,0,6
"14007909CF10A",11,2,5,0,0,6
"14007917CF10A",5,2,1,0,0,3
"14007920CF10A",66,21,18,0,2,14
"14007922CF10A",31,16,4,0,2,0
"14007925CF10A",2,0,2,0,1,0
"14007925TC20A",34,14,12,0,2,7
"14007926CF10A",0,0,0,0,0,0
"14007926MM10A",4,1,3,0,0,0
"14007927CF10A",6,0,6,0,2,0
"14007935CF10A",29,13,4,0,1,2
"14007942MM10A",4,2,0,0,0,1
"14007943MM10A",9,2,3,0,0,0
"14007944CF10A",8,2,1,0,0,2
"14007944MM10A",13,2,1,0,0,0
"14007946MM10A",9,2,0,0,0,0
"14007947MM10A",14,7,1,0,1,0
"14007949CF10A",3,0,0,0,0,0
"14007954CF10A",6,0,6,0,2,0
"14007954MM10A",0,0,0,0,0,0
"14007955MM10A",21,8,3,0,0,0
"14007958CF10A",10,1,9,0,3,0
"14007959MM10A",13,12,0,0,0,0
"14007960CF10A",26,9,2,0,0,2
"14007960MM10A",15,4,5,0,2,0
"14007965CF10A",4,4,0,0,0,0
"14007969MU10A",18,8,5,0,0,5
"14007971CF10A",146,12,120,0,2,8
"14007973MU10A",5,0,1,0,1,0
"14007974CF10A",0,0,0,0,0,0
"14007975CF10A",23,10,5,0,0,11
"14007976CF10A",0,0,0,0,0,0
"14007977CF10A",31,11,9,0,2,1
"14007978CF10A",0,0,0,0,0,0
"14007980CF10A",4,2,2,0,0,0
"14007982CF10A",6,5,0,0,0,0
"14007984MU10A",6,0,2,0,1,0
"14007985MO10A",23,15,3,0,0,9
"14007986CF10A",22,11,6,0,0,6
"14007987MM10A",16,13,3,0,0,0
"14007990MM10A",15,6,4,0,0,5
"14007991CF10A",2,0,0,0,0,0
"14007991MM10A",10,6,0,0,0,1
"14007993CF10A",16,10,0,0,0,4
"14007998CF10A",16,9,4,0,2,0
"14008000CF10A",3,0,2,0,1,0
"14008000MM10A",0,0,0,0,0,0
"14008005CF10A",0,0,0,0,0,0
"14008008MM10A",1,0,0,0,0,0
"14008009MM10A",12,5,5,0,0,5
"14008011CF10A",8,0,8,0,3,0
"14008015MM10A",5,2,0,0,1,0
"14008017CF10A",10,1,9,0,0,2
"14008023CF10A",24,13,3,0,2,7
"14008024MM10A",1,0,0,0,0,0
"14008026CF10A",16,7,5,0,0,3
"14008028MO10A",2,1,0,0,0,0
"14008029CF10A",14,6,4,0,1,3
"14008029MM10A",8,6,0,0,0,0
"14008030MM10A",4,4,0,0,0,1
"14008031CF10A",7,3,0,0,0,0
"14008034MM10A",3,0,0,0,0,0
"14008036TC10A",3,0,0,0,0,0
"14008037CF10A",26,10,9,0,2,8
"14008038TC10A",17,3,0,0,0,0
"14008041CF10A",5,2,0,0,0,0
"14008042CF10A",13,5,1,0,1,0
"14008044CF10A",9,7,1,0,0,6
"14008045MM10A",2,2,0,0,0,0
"14008046TC10A",71,32,19,0,0,10
"14008047CF10A",10,0,0,0,0,0
"14008049CF10A",32,13,1,0,0,3
"14008051MM10A",0,0,0,0,0,0
"14008058CF10A",13,10,3,0,1,0
"14008060CF10A",5,2,0,0,0,0
"14008062TC10A",22,7,4,0,0,8
"14008069CF10A",4,3,0,0,0,0
"14008073CF10A",0,0,0,0,0,0
"14008075CF10A",18,7,9,0,0,7
"14008076CF10A",2,0,2,0,0,0
"14008079CF10A",38,21,12,1,0,12
"14008082CF10A",18,13,2,0,0,6
"14008082MM10A",1,0,1,0,0,0
"14008083CF10A",13,6,3,0,0,7
"14008084CF10A",10,1,3,0,0,2
"14008091MM10A",23,10,10,0,3,2
"14008092CF10A",57,15,21,0,2,10
"14008093CF10A",4,2,0,0,0,1
"14008097CF10A",0,0,0,0,0,0
"14008097MM10A",24,7,9,0,0,3
"14008098MM10A",2,0,0,0,0,0
"14008099CF10A",1,0,0,0,0,0
"14008100MM10A",11,7,1,0,0,3
"14008101CF10A",24,7,9,0,0,12
"14008104CF10A",16,3,0,0,0,2
"14008105CF10A",9,2,2,0,0,0
"14008111CF10A",0,0,0,0,0,0
"14008112CF10A",0,0,0,0,0,0
"14008117CF10A",17,12,3,0,2,2
"14008118TC10A",9,2,7,0,3,0
"14008121TC10A",10,3,7,0,3,0
"14008125CF10A",15,5,10,0,3,0
"14008128CF10A",19,9,3,0,1,1
"14008128TC10A",15,2,0,0,0,0
"14008129TC10A",9,6,1,0,0,3
"14008132MM10A",7,3,3,0,0,0
"14008135TC10A",24,4,0,0,0,0
"14008136TC10A",28,7,2,0,1,2
"14008137TC10A",17,11,1,0,1,0
"14008138MM10A",1,0,0,0,0,0
"14008139MM10A",0,0,0,0,0,0
"14008148MO10A",2,1,1,0,0,1
"14008150CF10A",1,1,0,0,0,0
"14008151CF10A",3,2,0,0,0,0
"14008151TC10A",14,7,3,0,2,0
"14008155CF10A",2,0,0,0,0,0
"14008157CF10A",25,16,9,0,0,16
"14008166MM10A",36,15,3,0,0,4
"14008168CF10A",14,3,1,0,1,2
"14008169CF10A",2,0,0,0,0,0
"14008175MM10A",0,0,0,0,0,0
"14008177CF10A",2,0,1,0,0,0
"14008178MM10A",54,20,17,0,3,4
"14008183MO10A",18,13,3,0,1,3
"14008186MO10A",2,1,1,0,0,1
"14008188MO10A",4,0,4,0,0,4
"14008192MO10A",16,3,0,0,0,3
"14008195CF10A",31,10,8,0,2,7
"14008197CF10A",2,1,0,0,0,0
"14008197TC10A",12,4,0,0,0,0
"14008199CF10A",4,0,4,0,0,3
"14008200CF10A",4,0,0,0,0,0
"14008201CF10A",45,22,12,1,1,15
"14008206MU10A",5,2,0,0,0,0
"14008207CF10A",2,2,0,0,0,0
"14008208MM10A",11,7,2,0,0,2
"14008211CF10A",14,4,0,0,0,0
"14008212TC20A",18,8,3,0,1,0
"14008214MM10A",6,3,3,0,0,1
"14008216MM10A",2,1,1,0,1,0
"14008217MM10A",3,2,0,0,0,0
"14008218MM10A",0,0,0,0,0,0
"14008219MM10A",26,1,2,0,0,0
"14008221MM10A",0,0,0,0,0,0
"14008223CF10A",11,1,0,0,0,0
"14008225CF10A",5,4,1,0,0,0
"14008226CF10A",1,0,0,0,0,0
"14008226MM10A",0,0,0,0,0,0
"14008229MM10A",0,0,0,0,0,0
"14008230CF10A",3,2,1,0,0,2
"14008230MM10A",3,2,0,0,0,2
"14008231MM10A",22,9,3,0,0,0
"14008232CF10A",27,23,4,0,0,0
"14008236CF10A",2,2,0,0,0,0
"14008236MM10A",3,1,0,0,0,0
"14008239CF10A",0,0,0,0,0,0
"14008240CF10A",30,7,9,0,2,3
"14008243MM10A",4,2,0,0,0,0
"14008244CF10A",13,6,5,0,0,1
"14008247CF10A",0,0,0,0,0,0
"14008249CF10A",7,3,2,0,1,0
"14008250CF10A",5,3,2,0,0,3
"14008252CF10A",8,5,0,0,0,0
"14008253CF10A",22,8,0,0,0,0
"14008254MO10A",15,4,9,0,1,10
"14008257CF10A",26,3,5,0,1,1
"14008258CF10A",1,1,0,0,0,0
"14008265CF10A",4,2,2,0,1,1
"14008265MO10A",4,2,2,0,1,0
"14008267MM10A",61,33,11,0,1,11
"14008269CF10A",2,2,0,0,0,1
"14008272MM10A",9,2,3,0,0,0
"14008273MM10A",11,4,1,0,0,0
"14008276TC10A",12,4,2,0,0,0
"14008278CF10A",2,1,0,0,0,0
"14008279CF10A",3,2,1,0,0,3
"14008281CF10A",24,6,12,0,5,0
"14008282CF10A",7,1,2,0,1,0
"14008284CF10A",1,0,0,0,0,0
"14008285MM10A",0,0,0,0,0,0
"14008286CF10A",2,0,2,0,1,0
"14008287TC10A",24,17,1,1,0,6
"14008289CF10A",0,0,0,0,0,0
"14008289MM10A",6,3,1,0,0,0
"14008289TC10A",3,0,1,0,0,0
"14008292CF10A",15,3,0,0,0,0
"14008293MM10A",13,9,0,0,0,1
"14008298CF10A",19,12,5,0,3,2
"14008303CF10A",7,0,7,0,1,0
"14008305CF10A",18,14,1,0,0,2
"14008307MO10A",10,7,2,0,2,0
"14008308CF10A",1,0,0,0,0,0
"14008308MO10A",8,4,1,0,0,2
"14008310MM10A",14,8,3,1,0,1
"14008313CF10A",4,2,0,0,0,0
"14008314CF10A",11,8,2,0,2,3
"14008315CF10A",2,1,0,0,0,0
"14008316MM10A",7,0,0,0,0,0
"14008317CF10A",3,0,1,0,1,0
"14008319MM10A",3,0,0,0,0,0
"14008320MM10A",13,1,0,0,0,0
"14008322CF10A",4,1,3,0,0,1
"14008324CF10A",62,21,23,0,5,15
"14008325CF10A",5,1,0,0,0,0
"14008325MM10A",17,7,5,0,0,6
"14008326CF10A",0,0,0,0,0,0
"14008327MM10A",1,1,0,0,0,0
"14008328CF10A",0,0,0,0,0,0
"14008329CF10A",0,0,0,0,0,0
"14008330MM10A",1,0,0,0,0,0
"14008331CF10A",11,1,1,0,0,0
"14008332CF10A",0,0,0,0,0,0
"14008333MM10A",0,0,0,0,0,0
"14008338CF10A",6,3,0,0,0,0
"14008339CF10A",6,0,0,0,0,0
"14008340MM10A",11,2,2,0,0,1
"14008346CF10A",27,8,4,0,0,4
"14008346MM10A",0,0,0,0,0,0
"14008348MM10A",38,20,8,0,0,11
"14008350CF10A",25,16,5,0,1,6
"14008355MM10A",8,4,0,0,0,0
"14008357CF10A",65,26,18,0,2,4
"14008360MM10A",3,1,2,0,0,0
"14008363MM10A",14,9,0,0,0,0
"14008365CF10A",0,0,0,0,0,0
"14008369CF10A",42,13,7,0,3,0
"14008370MM10A",4,1,0,0,0,0
"14008371MM10A",3,1,2,0,1,0
"14008372CF10A",29,10,13,0,0,4
"14008373MM10A",0,0,0,0,0,0
"14008374MM10A",13,2,1,0,1,1
"14008375CF10A",0,0,0,0,0,0
"14008377MM10A",9,8,1,0,2,1
"14008379MM10A",6,1,0,0,0,0
"14008380CF10A",34,15,9,0,1,11
"14008383CF10A",2,0,0,0,0,0
"14008384CF10A",0,0,0,0,0,0
"14008393TC40A",27,12,2,0,1,0
"14008398MM10A",1,1,0,0,0,0
"14008403MM10A",0,0,0,0,0,0
"14008409MM10A",3,1,0,0,0,0
"14008415CF10A",54,25,15,0,0,9
"14008415MM10A",43,12,14,0,2,6
"14008420CF10A",9,3,0,0,0,0
"14008421MM10A",7,3,0,0,0,0
"14008423CF10A",3,3,0,0,0,0
"14008427CF10A",22,9,8,0,0,6
"14008436CF10A",0,0,0,0,0,0
"14008440MM10A",25,10,7,0,1,6
"14008442MM10A",5,3,1,0,0,0
"14008448MM10A",5,2,0,0,0,2
"14008451MM10A",0,0,0,0,0,0
"14008454CF10A",0,0,0,0,0,0
"14008460MM10A",10,4,2,0,1,0
"14008462CF10A",0,0,0,0,0,0
"14008463CF10A",8,5,1,0,0,1
"14008464CF10A",22,8,2,0,0,0
"14008466CF10A",2,0,1,0,0,0
"14008467MM10A",0,0,0,0,0,0
"14008469CF10A",1,0,1,0,1,0
"14008469MM10A",16,3,3,0,1,0
"14008471MM10A",7,5,1,0,0,1
"14008472CF10A",0,0,0,0,0,0
"14008472MM10A",1,1,0,0,0,0
"14008481MM10A",0,0,0,0,0,0
"14008482CF10A",0,0,0,0,0,0
"14008484MM10A",2,1,0,0,0,0
"14008486CF10A",0,0,0,0,0,0
"14008489MM10A",24,6,16,0,4,8
"14008490MM10A",0,0,0,0,0,0
"14008491MM10A",2,2,0,0,0,0
"14008496CF10A",55,20,17,0,2,12
"14008497CT10A",13,9,2,0,0,2
"14008503CF10A",16,8,4,0,2,2
"14008509CF10A",66,15,18,0,4,3
"14008510CF10A",5,4,1,0,1,1
"14008511CF10A",40,14,20,0,1,16
"14008515CF10A",0,0,0,0,0,0
"14008518CF10A",20,2,0,0,0,0
"14008524CF10A",15,3,0,0,0,0
"14008524MM10A",34,21,6,0,2,1
"14008525CF10A",17,6,8,0,1,10
"14008527CF10A",1,1,0,0,0,0
"14008527MO10A",2,1,1,0,0,1
"14008528CF10A",0,0,0,0,0,0
"14008531CF10A",1,0,1,0,0,0
"14008532CF10A",3,1,2,0,1,1
"14008536MM10A",13,6,0,0,0,2
"14008537CF10A",1,1,0,0,0,0
"14008537MM10A",20,4,8,0,1,0
"14008540CF10A",4,1,1,0,0,2
"14008541CF10A",14,3,2,0,0,0
"14008542MM10A",12,1,0,0,0,0
"14008544CF10A",23,15,2,0,1,2
"14008544MO10A",40,18,7,0,2,4
"14008546CF10A",2,1,1,0,0,0
"14008548CF10A",13,7,4,0,0,7
"14008549CF10A",9,4,5,0,2,2
"14008552CF10A",0,0,0,0,0,0
"14008559CF10A",11,2,1,0,0,0
"14008563MO10A",13,2,4,0,1,2
"14008565CF10A",19,3,0,0,0,0
"14008565MM10A",1,1,0,0,0,0
"14008569CF10A",27,16,6,0,0,0
"14008569MO10A",2,1,1,0,1,0
"14008572CF10A",29,8,6,0,0,1
"14008577CF10A",42,19,12,0,2,7
"14008578CF10A",16,1,1,0,0,1
"14008580CF10A",9,2,1,0,0,2
"14008584CF10A",18,7,9,0,1,5
"14008585CF10A",0,0,0,0,0,0
"14008589CF10A",18,8,2,0,2,0
"14008591CF10A",3,1,0,0,0,0
"14008597CF10A",5,1,0,0,0,0
"14008606CF10A",0,0,0,0,0,0
"14008606MU10A",9,1,0,0,0,0
"14008607CF10A",2,1,0,0,0,1
"14008610CF10A",18,4,1,0,1,0
"14008610MM10A",26,12,6,0,1,4
"14008613MU10A",4,0,0,0,0,0
"14008614CF10A",6,3,0,0,0,1
"14008614MM10A",4,0,0,0,0,0
"14008615CF10A",1,1,0,0,0,0
"14008615MM10A",3,2,1,0,0,2
"14008618CF10A",1,1,0,0,0,0
"14008619MM10A",16,5,4,0,0,2
"14008620MM10A",12,3,1,0,0,1
"14008621MM10A",29,13,4,0,0,5
"14008622CF10A",3,0,0,0,0,0
"14008628MO10A",6,3,1,0,0,4
"14008629CF10A",12,5,0,0,0,2
"14008631MM10A",9,3,6,0,2,3
"14008632CF10A",46,15,17,0,7,8
"14008633CF10A",6,3,1,0,0,0
"14008633MM10A",3,2,0,0,0,0
"14008636MM10A",14,11,0,0,0,5
"14008637CF10A",0,0,0,0,0,0
"14008642CF10A",1,1,0,0,0,1
"14008647CF10A",1,0,1,0,1,0
"14008648CF10A",1,0,0,0,0,0
"14008649CF10A",0,0,0,0,0,0
"14008651CF10A",1,1,0,0,0,0
"14008653CF10A",17,5,9,0,1,1
"14008653TC10A",23,8,0,0,0,0
"14008657MM10A",11,0,0,0,0,0
"14008658MM10A",0,0,0,0,0,0
"14008659CF10A",0,0,0,0,0,0
"14008663CF10A",3,2,1,0,0,0
"14008665CF10A",14,6,6,0,1,3
"14008667MM10A",1,0,0,0,0,0
"14008668MM10A",8,4,0,0,0,2
"14008670CF10A",19,2,2,0,1,1
"14008670MM10A",19,6,2,0,1,0
"14008671CF10A",10,2,0,0,0,0
